	item_type	clean_name	brand	country	subtype	source_domain	weight	units	price	currency	description	full_description	characteristics	additional_info	url	master_name	filter_name
202	malt	солод курский пшеничный жженый	 грейнрус	ru		grainrus	5.0	кг		rub	солод пшеничный специальный российский, темный, курский солод, мешок 5 кг		['400-1000 ebc', 'мешок 5 кг']		https://malt.ru/catalog/solod/solod-pshenichnyy-spetsialnyy-rossiyskiy-temnyy-kurskiy-solod-meshok-5-kg/	wheat темный	wheat жженый 
203	malt	солод шато пшеничный темный / wheat munich (castle malting)	 castle malting	us	солод пшеничный	beer.rf	25.0	кг	4965.0	rub	не очень темный, но более ароматный, чем стандартный пшеничный солод. вы получите более легкое и игристое пиво с типичным ароматом эля. цвет 25 ebc не очень темный, но более ароматный, чем стандартный пшеничный солод. вы получите более легкое и игристое пиво с типичным ароматом эля. цвет 25 ebc	солод шато пшеничный темный - этот пшеничный солод, не слишком темный, но более ароматный, отличается от стандартного варианта. он придает пиву более легкое и игристое тело, а также типичный элевый аромат. это особый бельгийский солод мюнхенского типа, подвергнутый особой температурной обработке при 100 - 105°c. солод обеспечит вашему пиву не только ароматность, но и более светлый оттенок.	['массовая доля экстракта в сухом веществе - 83%', 'цветность - 25 ebc', 'доля засыпи - до 30%']	типы и стили пива: темное пшеничное пиво, пиво weizenbock, стауты и, в малых дозах, для усиления крепости и стойкости пены у темных элей. все рецепты с ингредиентом	https://биp.pф/shop/1774/desc/solod-shato-pshenichnyj-temnyj-wheat-munich-castle-malting-25-kg	 munich wheat темный	 munich wheat темный
204	malt	солод карамельный castle malting cara belgium (кара бельгия)	 castle malting	be		grainrus	5.0	кг		rub	солод ячменный специальный импортный, cara b_belgium (belga), castle malting, мешок 5 кг		['30-35 ebc', 'мешок 5 кг']		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-cara-b-belgium-belga-castle-malting-meshok-5-kg/	belga belgium cara 	belga belgium cara 
205	malt	солод castle malting smoked	 castle malting	us		grainrus	5.0	кг		rub	солод ячменный специальный импортный, smoked chateau, castle malting, мешок 5 кг		['3-15 ebc', 'мешок 5 кг']		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-smoked-chateau-castle-malting-meshok-5-kg/	 smoked 	 smoked 
206	malt	солод шато пшеничный жженый / wheat black (castle malting)	 castle malting	us	солод пшеничный	beer.rf	25.0	кг	9398.55	rub	создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc	в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса. в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса.	['темное пшеничное пиво:', 'солод прекрасно подходит для создания насыщенных и глубоких пшеничных сортов.', 'altbier:', 'добавит пиву сложность и выразительный обжаренный аромат, подчеркивая его немецкую специфику.', 'черное пиво типа стаут:', 'солод chateau wheat black придаст стаутам глубину вкуса, комплиментируя кофейные и шоколадные ноты.', 'портеры:', 'солод позволит создать более сложный и утонченный профиль вкуса, дополняя традиционные портерные ароматы.', 'специальные эли:', 'благодаря своей универсальности, солод отлично подходит для экспериментов с различными стилями пива.', 'улучшение вкуса:', 'солод добавляет пиву сложность и многогранность, создавая яркие и запоминающиеся вкусовые впечатления.', 'создание уникальных сортов:', 'солод позволяет пивоварам экспериментировать с новыми вкусовыми сочетаниями и создавать эксклюзивные сорта пива.', 'повышение привлекательности:', 'пиво, сваренное с использованием chateau wheat black, отличается необычным вкусом и ароматом, что делает его более привлекательным для потребителей.', 'массовая доля влаги, %: 4.5', 'массовая доля экстракта в сухом веществе, %: 77.0', 'цветность лабораторного сусла, ebc: 1100 - 1400', 'массовая доля влаги, %: 4.5', 'массовая доля экстракта в сухом веществе, %: 77.0', 'цветность лабораторного сусла, ebc: 1100 - 1400']	chateau wheat black - это солод, который перевернет ваши представления о вкусе пшеничного пива. его уникальный аромат и вкус, сочетание глубокого цвета и отсутствие горечи делают его идеальным ингредиентом для создания необычных и утонченных сортов пива. попробуйте chateau wheat black и откройте для себя новые горизонты вкуса! все рецепты с ингредиентом chateau wheat black - это солод, который перевернет ваши представления о вкусе пшеничного пива. его уникальный аромат и вкус, сочетание глубокого цвета и отсутствие горечи делают его идеальным ингредиентом для создания необычных и утонченных сортов пива. попробуйте chateau wheat black и откройте для себя новые горизонты вкуса! все рецепты с ингредиентом	https://биp.pф/shop/1775/desc/solod-shato-pshenichnyj-zhzhenyj-wheat-black-castle-malting-25-kg	black wheat жженый 	black wheat жженый 
207	malt	солод шато пшеничный жженый / wheat black (castle malting)	 castle malting	us	солод пшеничный	beer.rf	1.0	кг	435.0	rub	создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc	в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса. в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса.	['темное пшеничное пиво:', 'солод прекрасно подходит для создания насыщенных и глубоких пшеничных сортов.', 'altbier:', 'добавит пиву сложность и выразительный обжаренный аромат, подчеркивая его немецкую специфику.', 'черное пиво типа стаут:', 'солод chateau wheat black придаст стаутам глубину вкуса, комплиментируя кофейные и шоколадные ноты.', 'портеры:', 'солод позволит создать более сложный и утонченный профиль вкуса, дополняя традиционные портерные ароматы.', 'специальные эли:', 'благодаря своей универсальности, солод отлично подходит для экспериментов с различными стилями пива.', 'улучшение вкуса:', 'солод добавляет пиву сложность и многогранность, создавая яркие и запоминающиеся вкусовые впечатления.', 'создание уникальных сортов:', 'солод позволяет пивоварам экспериментировать с новыми вкусовыми сочетаниями и создавать эксклюзивные сорта пива.', 'повышение привлекательности:', 'пиво, сваренное с использованием chateau wheat black, отличается необычным вкусом и ароматом, что делает его более привлекательным для потребителей.', 'массовая доля влаги, %: 4.5', 'массовая доля экстракта в сухом веществе, %: 77.0', 'цветность лабораторного сусла, ebc: 1100 - 1400', 'массовая доля влаги, %: 4.5', 'массовая доля экстракта в сухом веществе, %: 77.0', 'цветность лабораторного сусла, ebc: 1100 - 1400']	chateau wheat black - это солод, который перевернет ваши представления о вкусе пшеничного пива. его уникальный аромат и вкус, сочетание глубокого цвета и отсутствие горечи делают его идеальным ингредиентом для создания необычных и утонченных сортов пива. попробуйте chateau wheat black и откройте для себя новые горизонты вкуса! все рецепты с ингредиентом chateau wheat black - это солод, который перевернет ваши представления о вкусе пшеничного пива. его уникальный аромат и вкус, сочетание глубокого цвета и отсутствие горечи делают его идеальным ингредиентом для создания необычных и утонченных сортов пива. попробуйте chateau wheat black и откройте для себя новые горизонты вкуса! все рецепты с ингредиентом	https://биp.pф/shop/1803/desc/solod-shato-pshenichnyj-zhzhenyj-wheat-black-castle-malting-1-kg	black wheat жженый 	black wheat жженый 
208	malt	солод дробленный castle malting wheat blanc	 castle malting	us		grainrus	5.0	кг		rub	солод пшеничный специальный импортный, дроблёный, wheat blanc, castle malting, мешок 5 кг		['мешок 5 кг']		https://malt.ru/catalog/solod/solod-pshenichnyy-spetsialnyy-importnyy-droblyenyy-wheat-blanc-castle-malting-meshok-5-kg/	blanc wheat дробленный 	blanc wheat дробленный 
209	malt	солод шато кристал / crystal (castle malting)	 castle malting	us	солод спец. 50-200 ebc	beer.rf	25.0	кг	6011.25	rub	этот карамельный солод цвета яркой меди придает пиву уникальный вкус и аромат. по сравнению с другими цветными солодами, обладает большей диастатической активностью и менее выраженным «жареным» вкусом и придает пиву более мягкую горечь. цвет 150 ebc этот карамельный солод цвета яркой меди придает пиву уникальный вкус и аромат. по сравнению с другими цветными солодами, обладает большей диастатической активностью и менее выраженным «жареным» вкусом и придает пиву более мягкую горечь. цвет 150 ebc	шато кристал (castle malting) - этот сорт карамельного солода в яркой медной расцветке обладает способностью придавать пиву неповторимый аромат и вкус. уникальная диастатическая активность и легкая горчинка отличают данный солод от других карамельных сортов. шато кристал (castle malting) - этот сорт карамельного солода в яркой медной расцветке обладает способностью придавать пиву неповторимый аромат и вкус. уникальная диастатическая активность и легкая горчинка отличают данный солод от других карамельных сортов. ароматный сорт солода, получаемый путем специализированной карамелизации методом castle malting® и процесса проращивания. несколько стадий карамелизации обеспечивают уникальные ароматические и вкусовые свойства. шато кристал благодаря своему карамельному цвету, наделяет пиво неповторимым вкусом и ароматом. в отличие от других карамельных сортов солода, обладает диастатической активностью и менее выраженным «жареным» вкусом, придавая пиву более гладкую горечь.	['массовая доля экстракта в сухом веществе - 78%', 'цветность - 150 ebc', 'доля засыпи - до 20%', 'массовая доля экстракта в сухом веществе - 78%', 'цветность - 150 ebc', 'доля засыпи - до 20%']	шато кристал благодаря своему карамельному цвету, наделяет пиво неповторимым вкусом и ароматом. в отличие от других карамельных сортов солода, обладает диастатической активностью и менее выраженным «жареным» вкусом, придавая пиву более гладкую горечь. типы и стили пива: идеален для производства пива, требующего ярко выраженного солодового вкуса, бельгийских элей и немецкого бока все рецепты с ингредиентом типы и стили пива: идеален для производства пива, требующего ярко выраженного солодового вкуса, бельгийских элей и немецкого бока все рецепты с ингредиентом	https://биp.pф/shop/1765/desc/solod-shato-kristal-crystal-castle-malting-25-kg	 crystal 	 crystal 
210	malt	солод курский пилзнер	 грейнрус	ru		grainrus	50.0	кг	4463.0	rub	солод ячменный светлый российский, светлый, курский солод, мешок 50 кг		['3.5 - 4.5 ebc', 'мешок 50 кг']		https://malt.ru/catalog/solod/pilzner/	 пилзнер 	 пилзнер 
211	malt	солод шато кристал / crystal (castle malting)	 castle malting	us	солод спец. 50-200 ebc	beer.rf	1.0	кг	281.0	rub	этот карамельный солод цвета яркой меди придает пиву уникальный вкус и аромат. по сравнению с другими цветными солодами, обладает большей диастатической активностью и менее выраженным «жареным» вкусом и придает пиву более мягкую горечь. цвет 150 ebc этот карамельный солод цвета яркой меди придает пиву уникальный вкус и аромат. по сравнению с другими цветными солодами, обладает большей диастатической активностью и менее выраженным «жареным» вкусом и придает пиву более мягкую горечь. цвет 150 ebc	шато кристал (castle malting) - этот сорт карамельного солода в яркой медной расцветке обладает способностью придавать пиву неповторимый аромат и вкус. уникальная диастатическая активность и легкая горчинка отличают данный солод от других карамельных сортов. шато кристал (castle malting) - этот сорт карамельного солода в яркой медной расцветке обладает способностью придавать пиву неповторимый аромат и вкус. уникальная диастатическая активность и легкая горчинка отличают данный солод от других карамельных сортов. ароматный сорт солода, получаемый путем специализированной карамелизации методом castle malting® и процесса проращивания. несколько стадий карамелизации обеспечивают уникальные ароматические и вкусовые свойства. шато кристал благодаря своему карамельному цвету, наделяет пиво неповторимым вкусом и ароматом. в отличие от других карамельных сортов солода, обладает диастатической активностью и менее выраженным «жареным» вкусом, придавая пиву более гладкую горечь.	['массовая доля экстракта в сухом веществе - 78%', 'цветность - 150 ebc', 'доля засыпи - до 20%', 'массовая доля экстракта в сухом веществе - 78%', 'цветность - 150 ebc', 'доля засыпи - до 20%']	шато кристал благодаря своему карамельному цвету, наделяет пиво неповторимым вкусом и ароматом. в отличие от других карамельных сортов солода, обладает диастатической активностью и менее выраженным «жареным» вкусом, придавая пиву более гладкую горечь. типы и стили пива: идеален для производства пива, требующего ярко выраженного солодового вкуса, бельгийских элей и немецкого бока все рецепты с ингредиентом типы и стили пива: идеален для производства пива, требующего ярко выраженного солодового вкуса, бельгийских элей и немецкого бока все рецепты с ингредиентом	https://биp.pф/shop/84/desc/solod-shato-kristal-crystal-castle-malting-1-kg	 crystal 	 crystal 
212	malt	солод курский меланоидиновый	 грейнрус	ru		grainrus	25.0	кг	2593.0	rub	солод ячменный специальный российский, меланоидиновый, 70, курский солод, мешок 25 кг		['65-85 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/melanoidinovyy/	 меланоидиновый 	 меланоидиновый 
213	malt	солод шато кофе / cafe (castle malting)	 castle malting	us	солод жженый > 500 ebc	beer.rf	25.0	кг	7397.25	rub	придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc	солод шато кофе (castle malting) - проявляет свои выразительные ноты кофе и орехов. солод шато кофе придает пиву неповторимый мягкий вкус и сложную ароматическую палитру, идеально подходящую для темных сортов эля. его присутствие также дарит пиву глубокий насыщенный оттенок, добавляя цветности и яркости. бельгийский «кофейный» солод шато кофе проявляется в полной мере при обработке с использованием температуры до 200°c. такие обработочные параметры обеспечивают подлинное раскрытие его вкусовых качеств. обладая выразительными кофейными и ореховыми нотами, солод шато кофе придает пиву изысканный мягкий вкус и сложный ароматный букет, особенно привлекательный для любителей темных сортов эля. более того, этот солод значительно усиливает цветность пива, делая его более ярким и привлекательным.	['массовая доля экстракта в сухом веществе - 77%', 'цветность - 500 ebc', 'доля засыпи - до 5%']	типы и стили пива: стауты, портеры, в маленьких количествах дает нотки свежеподжаренного кофе в коричневых элях. все рецепты с ингредиентом	https://биp.pф/shop/1763/desc/solod-shato-kofe-cafe-castle-malting-25-kg	cafe 	cafe 
214	malt	солод курский пшеничный	 грейнрус	ru		grainrus	25.0	кг	2380.0	rub	солод пшеничный специальный российский, пшеничный, курский солод, мешок 25 кг		['max 5 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/pshenichnyy/	wheat 	wheat 
215	malt	солод шато копченый пшеничный / wheat smoked (castle malting)	 castle malting	us	солод копченый	beer.rf	1.0	кг	277.13	rub	пшеничный солод букового копчения производится из высококачественной пшеницы. придает пиву сильный копченый вкус и аромат. цвет: 4 - 12 ebc пшеничный солод букового копчения производится из высококачественной пшеницы. придает пиву сильный копченый вкус и аромат. цвет: 4 - 12 ebc	солод шато копченый пшеничный (castle malting) - этот пшеничный солод, произведенный из отборной пшеницы, воплощает в себе насыщенный копченый вкус и аромат, даря пиву неповторимую индивидуальность. будучи созданным по традиционной технологии, с использованием буковых дров, солод шато вит смоукт (smoked wheat) отличается интенсивными копчеными нотами, при этом сохраняя свои уникальные солодовые свойства, такие как светлый оттенок и ферментативная активность. солод шато вит смоукт доносит до пивного напитка сильный копченый вкус и аромат, оставляя послевкусие пшеницы на языке и способствуя формированию прочной и устойчивой пены благодаря высокому содержанию белка.	['цветность: 4 - 12 ebc', 'экстракт на с.в.: 80 % белок: 12 %', 'закладка: до 15 %', 'цветность: 4 - 12 ebc', 'экстракт на с.в.: 80 % белок: 12 %', 'закладка: до 15 %']	солод шато вит смоукт доносит до пивного напитка сильный копченый вкус и аромат, оставляя послевкусие пшеницы на языке и способствуя формированию прочной и устойчивой пены благодаря высокому содержанию белка. типы и стили пива: копченые эли и лагеры, шотландский эль и польское пиво grätzer. все рецепты с ингредиентом типы и стили пива: копченые эли и лагеры, шотландский эль и польское пиво grätzer. все рецепты с ингредиентом	https://биp.pф/shop/1500/desc/solod-shato-kopchenyj-pshenichnyj-wheat-smoked-castle-malting-1-kg	 smoked wheat 	 smoked wheat 
216	malt	солод курский венский	 грейнрус	ru		grainrus	25.0	кг	2274.0	rub	солод ячменный светлый российский, венский, курский солод, мешок 25 кг		['6 - 10 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/venskiy/	венский 	венский 
217	malt	солод шато кара бельгия / cara belga (castle malting)	 castle malting	be	солод спец. < 50 ebc	beer.rf	1.0	кг	212.93	rub	бельгийский карамельный солод. придаст пиву золотистый оттенок и тонкие нотки карамели. цвет: 30 ebc бельгийский карамельный солод. придаст пиву золотистый оттенок и тонкие нотки карамели. цвет: 30 ebc	солод шато кара бельгия (castle malting) - это бельгийский карамельный солод, который придаст пиву изысканный золотистый оттенок и нежные нотки карамели. с его помощью вы сможете создать особые сорта бельгийского пива, такие как светлые, коричневые и янтарные эли, дюббель и трипель. этот сорт солода проходит особую обработку - проращивание при высокой температуре, а затем обжарка в барабанном ростере. благодаря такому процессу, солод придает пиву не только великолепный цвет, но и усиливает классический аромат бельгийского крафтового пива.	['цветность: 30 ebc', 'экстракт на с.в.: 76 %', 'закладка: до 30 %']	типы и стили пива: коричневый эль, бельгийский эль, крепкий эль, янтарный эль, красный эль все рецепты с ингредиентом	https://биp.pф/shop/1304/desc/solod-shato-kara-belgija-cara-belga-castle-malting-1-kg	belga cara 	belga cara 
218	malt	солод castle malting vienna (венский)	 castle malting	us		grainrus	25.0	кг	4274.0	rub	солод ячменный светлый импортный, vienna malt, castle malting, мешок 25 кг		['4 - 7 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/venskiy_1/	 vienna венский 	 vienna венский 
219	malt	солод castle malting arome (арома)	 castle malting	us		grainrus	25.0	кг	4573.0	rub	солод ячменный светлый импортный, arome, castle malting, мешок 25 кг		['95-105 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/aroma-shato/	aroma 	aroma 
220	malt	солод шато кара амбра / cara ambra (castle malting)	 castle malting	us	солод спец. 50-200 ebc	beer.rf	1.0	кг	258.94	rub	придает пиву красноватый оттенок и привкус карамели, ирисок и теплого хлеба. придает пиву бóльшую округлость. также способствует формированию и стойкости пенной шапки. цвет 60-80 ebc придает пиву красноватый оттенок и привкус карамели, ирисок и теплого хлеба. придает пиву бóльшую округлость. также способствует формированию и стойкости пенной шапки. цвет 60-80 ebc	шато кара амбра - отличный выбор для пива. этот бельгийский солод придаст напитку красноватый оттенок и неповторимый вкус карамели, ирисок и теплого хлеба. он также придаст пиву более округлую форму и поможет сохранить стойкость и пышность пенной шапки. к тому же, его выдержанный процесс проращивания при высокой температуре и обжарка в барабанном ростере делают этот солод настоящим мастерством истинных пивоваров. не упустите возможность ощутить всю глубину вкуса и аромата с шато кара амбра.	['массовая доля экстракта в сухом веществе - 75%', 'цветность - 60-80 ebc', 'доля засыпи - до 20%']	типы и стили пива: подходит для элей и лагеров: красного, янтарного или коричневого, а также для стиля бок и дункель. все рецепты с ингредиентом	https://биp.pф/shop/79/desc/solod-shato-kara-ambra-cara-ambra-castle-malting-1-kg	ambra cara 	ambra cara 
221	malt	солод карамельный castle malting cara gold (кара голд)	 castle malting	us		grainrus	25.0	кг	4831.0	rub	солод ячменный специальный импортный, cara gold, 120, castle malting, мешок 25 кг		['110-130 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/kara-gold/	cara gold 	cara gold 
222	malt	солод шато кара 250 / cara 250 (castle malting)	 castle malting	us	солод спец. 200-500 ebc	beer.rf	1.0	кг	304.95	rub	придает пиву карамельный аромат и насыщенный цвет (от золотистого до темно-янтарного). усиливает бархатистость пива и повышает стойкость его пены. цвет 250 ebc придает пиву карамельный аромат и насыщенный цвет (от золотистого до темно-янтарного). усиливает бархатистость пива и повышает стойкость его пены. цвет 250 ebc	солод шато кара 250 - свойствами данного солода являются придание пиву карамельного аромата и насыщенного цвета, от золотистого до темно-янтарного. усиленная бархатистость пива и повышенная стойкость его пены также являются его достоинствами. применение данного солода разнообразно - он идеально подходит для использования в легком и безалкогольном светлом пиве, а также в темном и коричневом пиве. это бельгийский карамельный солод с высокой температурой просушивания, раскрывающий вкус при температуре до 220°c. его аромат также является интенсивным и ярким. при использовании солода шато кара 250 в пиве оно приобретает карамельный аромат и насыщенный цвет, от золотистого до темно-янтарного. особенностью этого солода является содержание стекловидных зерен, которые являются источником несбраживаемых декстринов. благодаря этим компонентам солод способствует улучшению бархатистости пива и стойкости его пены.	['массовая доля экстракта в сухом веществе - 77,9%', 'цветность - 250 ebc', 'доля засыпи - до 20%', 'массовая доля экстракта в сухом веществе - 77,9%', 'цветность - 250 ebc', 'доля засыпи - до 20%']	типы и стили пива: от легкого и безалкогольного светлого до темного и коричневого пива. все рецепты с ингредиентом типы и стили пива: от легкого и безалкогольного светлого до темного и коричневого пива. все рецепты с ингредиентом	https://биp.pф/shop/78/desc/solod-shato-kara-250-cara-250-castle-malting-1-kg	250 cara 	250 cara 
223	malt	солод castle malting melano (мелано)	 castle malting	us		grainrus	25.0	кг	4545.0	rub	солод ячменный специальный импортный, melano chateu malt, castle malting, мешок 25 кг		['36-44 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/melano-shato/	 melano 	 melano 
224	malt	солод курский пэйл эль	 грейнрус	ru		grainrus	25.0	кг	2316.0	rub	солод ячменный светлый российский, пэйл эль, курский солод, мешок 25 кг		['5.5 - 6.5 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/peyl-el/	el pale 	el pale 
225	malt	солод castle malting chocolat (шоколадный)	 castle malting	us		grainrus	25.0	кг	5089.0	rub	солод ячменный специальный импортный, chocolate malt, 900, castle malting, мешок 25 кг		['900 - 1000 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/shokoladnyy-900_1/	 chocolat chocolate 	 chocolat chocolate 
226	malt	солод castle malting black (жженый 1300)	 castle malting	us		grainrus	25.0	кг	5157.0	rub	солод ячменный специальный импортный, black, 1300, castle malting, мешок 25 кг		['1150 - 1400 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/zhzhenyy-1300/	1300 black жженый 	1300 black жженый 
227	yeast	пивные дрожжи belgian abbey m47 (mangrove jacks)	 mangrove jacks	be	дрожжи элевые	beer.rf	10.0	г	330.0	rub	умеренно спиртоустойчивые дрожжи с меньшим количеством фенолов, чем у belgian ale, очень фруктовые со сложным букетом эфиров и высоким уровнем флокуляции. диапазон брожения: 18-25°c. годен до умеренно спиртоустойчивые дрожжи с меньшим количеством фенолов, чем у belgian ale, очень фруктовые со сложным букетом эфиров и высоким уровнем флокуляции. диапазон брожения: 18-25°c. годен до	belgian abbey m47 - это штамм дрожжей, который отличается умеренной спиртоустойчивостью и содержит меньше фенолов, чем belgian ale. однако они обладают очень фруктовым профилем с комплексным букетом эфиров и высокой флокуляцией. подходят для бельгийского светлого эля и аббатского эля	['стили пива:', 'бельгийские пэйл эли и аббатские эли.', 'температуры брожения:', '18-25°c', 'аттенюация:', 'средняя (73-77%)', 'флокуляция:', 'высокая', 'спиртоустойчивость:', 'до 8 %']	дозировка: одна пачка 10 г на 23 л сусла при плотности не выше 1.050 (12,5%). при большей плотности рекомендуем сделать дрожжевой стартер, увеличить закладку дрожжей или использовать дрожжевую подкормку, например истлайф экстра . хранение : в холодильнике в герметичной оригинальной упаковке. после вскрытия срок хранение не должен составлять более 7 дней. все рецепты с ингредиентом	https://биp.pф/shop/299/desc/pivnye-drozhzhi-belgian-abbey-m47-mangrove-jacks-10-g	abbey belgian m47 пивные	abbey belgian m47 пивные
228	malt	солод castle malting distilling (дистиллинг)	 castle malting	us		grainrus	25.0	кг	4453.0	rub	солод ячменный специальный импортный, distilling chateau light, 0 ppm, castle malting, мешок 25 кг		['2.5 - 4.5 ebc', 'мешок 25 кг']		https://malt.ru/catalog/solod/distiling-shato-layt/	 distilling 	 distilling 
229	yeast	пивные дрожжи bavarian wheat m20 (mangrove jacks)	 mangrove jacks	us	дрожжи элевые	beer.rf	10.0	г	330.0	rub	активные сухие пивные дрожжи, содействуют повышенному уровня эфиров и фенолам гвоздики для улучшения сложного немецкого пшеничного пива. диапазон брожения: 18-30°c. годен до активные сухие пивные дрожжи, содействуют повышенному уровня эфиров и фенолам гвоздики для улучшения сложного немецкого пшеничного пива. диапазон брожения: 18-30°c. годен до	bavarian wheat m20 - классический штамм дрожжей для пшеничного пива светло-золотистого цвета с восхитительной мягкостью, с насыщенным ароматом ванили и банана и долгим послевкусием. эти дрожжи придадут шелковистость во рту и насыщенный вкус. в высокоалкогольных сортах пшеничного пива, таких как вайценбок или витвайн, дрожжи bavarian wheat m20 могут вырабатывать интенсивные фенолы, которые придают пиву дымный аромат. низкий уровень аттенюации позволяет получить более сладкое и менее крепкое пиво.	['стили пива:', 'hefeweizen, kristal weizen, dunkel weizen и другие.', 'температуры брожения:', '18-30°c', 'аттенюация:', 'средняя (70-75%)', 'флокуляция:', 'низкая', 'спиртоустойчивость:', 'до 7,5 %']	дозировка: одна пачка 10 г на 23 л сусла при плотности не выше 1.050 (12,5%). при большей плотности рекомендуем сделать дрожжевой стартер, увеличить закладку дрожжей или использовать дрожжевую подкормку, например истлайф экстра . хранение : в холодильнике в герметичной оригинальной упаковке. после вскрытия срок хранение не должен составлять более 7 дней. все рецепты с ингредиентом	https://биp.pф/shop/302/desc/pivnye-drozhzhi-bavarian-wheat-m20-mangrove-jacks-10-g	bavarian m20 wheat пивные	bavarian m20 wheat пивные
