	item_type	clean_name	brand	country	subtype	source_domain	weight	units	price	currency	description	full_description	characteristics	additional_info	url	master_name	filter_name
642	malt	солод карамельный 20 (курский солод)	 грейнрус	ru	солод спец. < 50 ebc	beer.rf	25.0	кг	2830.0	rub	придает пиву мягкий карамельный аромат и золотистый цвет. цвет: 20 ebc придает пиву мягкий карамельный аромат и золотистый цвет. цвет: 20 ebc	солод карамельный 20 - представляет собой идеальное решение для тех, кто хочет придать своему пиву неповторимый мягкий карамельный аромат и захватывающий золотистый цвет. независимо от того, какую пропорцию вы используете - до 5% или до 20%, солод карамельный 20 насытит вкус и придаст солодовый характер напитку, без значимых изменений в его цвете. к тому же, он с легкостью улучшит пенные качества пива, добавляя нотку изысканности в каждый глоток. отлично подходит для янтарных и темных сортов пива.	['экстрактивность: мин. 75 %', 'цвет: 15-25 ebc', 'доля засыпи: до 20 %']	все рецепты с ингредиентом	https://биp.pф/shop/1727/desc/solod-karamelnyj-20-kurskij-solod-25-kg	20 cara 	20 cara 
643	malt	солод мюнхенский тип 2 (курский солод)	 грейнрус	ru	солод мюнхенский	beer.rf	1.0	кг	133.0	rub	изготовлен из двухрядного ячменя мягким подсушиванием зерен. придает пиву слабый аромат хлеба и улучшает пеностойкость готового пива. рекомендуется для варки темных сортов пива и придает характерный солодовый полный вкус. цвет: 19-25 ebc изготовлен из двухрядного ячменя мягким подсушиванием зерен. придает пиву слабый аромат хлеба и улучшает пеностойкость готового пива. рекомендуется для варки темных сортов пива и придает характерный солодовый полный вкус. цвет: 19-25 ebc	солод мюнхенский тип 2 - это высококачественный солод, произведенный из двухрядного ячменя с использованием мягкого подсушивания зерен. он отличается слабым ароматом хлеба и способствует улучшению пеностойкости пива. этот солод рекомендуется использовать для варки темных сортов пива, так как он придает им характерный солодовый полный вкус. его цвет составляет 19-25 ebc, что делает его самым темным базовым солодом. это достигается благодаря специальным режимам проращивания и сушки, которые повышают содержание меланоидинов в солоде.меланоидины придают пиву яркий ореховый аромат, насыщенную палитру вкуса и красноватый оттенок. несмотря на то, что более высокая температура сушки разрушает большую часть ферментов, все равно есть возможность выбора между светлой (тип 1) и более темной (тип 2) версиями мюнхенского солода. многие производители рекомендуют использовать светлую версию до 80-100% и темную до 60% в сочетании с базовым солодом. мюнхенский солод обычно применяется в темных лагерах и элях, особенно в мюнхенских темных стилях пива.	['экстрактивность: мин. 80 %', 'цвет: 19-25 ebc', 'доля засыпи: до 50 %']	применение в стилях: дункель, шварцбир, дунклес вайцен, различные боки, немецкие фестивальные стили пива, например, мерцен / октоберфест и фестбиер. все рецепты с ингредиентом	https://биp.pф/shop/35/desc/solod-mjunkhenskij-tip-2-kurskij-solod-1-kg	2 munich type 	2 munich type 
644	malt	солод мюнхенский / munich (ireks)	 ireks	us	солод мюнхенский	beer.rf	5.0	кг	1074.0	rub	высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc. высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc.	солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. благодаря своим характеристикам и долгой истории на рынке, солод мюнхенский заслужил доверие пивоваров со всего мира. его высокое качество и специальная обработка делают его незаменимым компонентом для создания вкусного и ароматного темного пива. будь то традиционное немецкое пиво или современный экспериментальный стиль, солод мюнхенский отлично справляется с задачей придания пиву глубокого цвета и насыщенного вкуса.	['цветность: 18-22 ebc', 'доля засыпи: до 100 %', 'цветность: 18-22 ebc', 'доля засыпи: до 100 %']	типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом	https://биp.pф/shop/1551/desc/solod-mjunkhenskij-munich-ireks-5-kg	 munich 	 munich 
645	malt	солод мюнхенский / munich (ireks)	 ireks	us	солод мюнхенский	beer.rf	25.0	кг	4900.0	rub	высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc. высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc.	солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. благодаря своим характеристикам и долгой истории на рынке, солод мюнхенский заслужил доверие пивоваров со всего мира. его высокое качество и специальная обработка делают его незаменимым компонентом для создания вкусного и ароматного темного пива. будь то традиционное немецкое пиво или современный экспериментальный стиль, солод мюнхенский отлично справляется с задачей придания пиву глубокого цвета и насыщенного вкуса.	['цветность: 18-22 ebc', 'доля засыпи: до 100 %', 'цветность: 18-22 ebc', 'доля засыпи: до 100 %']	типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом	https://биp.pф/shop/1550/desc/solod-mjunkhenskij-munich-ireks-25-kg	 munich 	 munich 
646	malt	солод мюнхенский / munich (ireks)	 ireks	us	солод мюнхенский	beer.rf	1.0	кг	233.0	rub	высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc. высушенный до тёмного цвета, предназначен для тёмных сортов пива, но также может использоваться в качестве добавки в светлые сорта для варьирования цвета и аромата пива. цвет 18-22 ebc.	солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. солод мюнхенский, производимый компанией ireks, представляет собой солод, который подвергается процессу сушки до достижения темного оттенка. он является идеальным ингредиентом для создания различных сортов темного пива. однако его использование не ограничивается только темными сортами, так как он также может придать светлым сортам пива разнообразие цвета и аромата. солод мюнхенский является одним из самых старых из базовых сортов солода на рынке. он обладает темным оттенком и выраженным ароматом, благодаря специальной обработке, которая полностью соответствует требованиям для создания темного пива. этот солод имеет цветность в диапазоне от 18 до 22 ebc (единицы цветности) и может использоваться в засыпи солодового состава пива до 100%. солод мюнхенский подходит для различных типов и стилей пива, включая темное пиво, фестбир, крепкое пиво и шварцбир. его использование позволяет придать пиву не только желаемый цвет, но и уникальный аромат, который отличает эти стили пива. благодаря своим характеристикам и долгой истории на рынке, солод мюнхенский заслужил доверие пивоваров со всего мира. его высокое качество и специальная обработка делают его незаменимым компонентом для создания вкусного и ароматного темного пива. будь то традиционное немецкое пиво или современный экспериментальный стиль, солод мюнхенский отлично справляется с задачей придания пиву глубокого цвета и насыщенного вкуса.	['цветность: 18-22 ebc', 'доля засыпи: до 100 %', 'цветность: 18-22 ebc', 'доля засыпи: до 100 %']	типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом типы и стили пива: темное пиво, фестбир, крепкое пиво, шварцбир все рецепты с ингредиентом	https://биp.pф/shop/1552/desc/solod-mjunkhenskij-munich-ireks-1-kg	 munich 	 munich 
647	malt	солод меланоидиновый 80 “бук” / mela beech (ireks)	 ireks	us	солод спец. 50-200 ebc	beer.rf	1.0	кг	253.0	rub	привнесет глубокий янтарный до красно-коричневого цвет в готовом пиве. богатый солодовый вкус имеет нотки меда и печенья. цвет 80 ebc. привнесет глубокий янтарный до красно-коричневого цвет в готовом пиве. богатый солодовый вкус имеет нотки меда и печенья. цвет 80 ebc.	"солод меланоидиновый 80 ""бук"" от компании ireks - это особый вид солода, который добавляется в процессе приготовления пива для придания ему глубокого янтарного или красно-коричневого оттенка. вкус этого солода богатый и солодовый, с нотами меда и печенья. однако, что делает этот солод особенным, так это специальная технология запарки, которая позволяет создавать большое количество низкомолекулярных веществ в процессе сушки. затем, при последующей отсушке, эти вещества превращаются в насыщенные ароматические и красящие вещества. солод меланоидиновый 80 ""бук"" от компании ireks - это особый вид солода, который добавляется в процессе приготовления пива для придания ему глубокого янтарного или красно-коричневого оттенка. вкус этого солода богатый и солодовый, с нотами меда и печенья. однако, что делает этот солод особенным, так это специальная технология запарки, которая позволяет создавать большое количество низкомолекулярных веществ в процессе сушки. затем, при последующей отсушке, эти вещества превращаются в насыщенные ароматические и красящие вещества. именно благодаря этим свойствам, солод меланоидиновый идеально подходит для сохранения интенсивного солодового аромата в пиве, придавая ему также привлекательные красноватые оттенки, которые образуются благодаря меланоидинам. этот солод можно использовать в различных типах крафтового пива, такие как фестбир, ротбир и различные красные и крепкие стили пива. цветность меланоидинового солода ""бук"" составляет 80-90 ebc, а его доля засыпи может варьироваться от 5 до 20 %. это означает, что в зависимости от желаемого эффекта и интенсивности аромата, можно использовать различное количество этого солода при приготовлении пива."	['цветность: 80-90 ebc', 'доля засыпи: 5-20 %', 'цветность: 80-90 ebc', 'доля засыпи: 5-20 %']	"цветность меланоидинового солода ""бук"" составляет 80-90 ebc, а его доля засыпи может варьироваться от 5 до 20 %. это означает, что в зависимости от желаемого эффекта и интенсивности аромата, можно использовать различное количество этого солода при приготовлении пива. типы и стили пива: темные сорта пива, фестбир, крепкие сорта пива, ротбир, крафтовое пиво. все рецепты с ингредиентом типы и стили пива: темные сорта пива, фестбир, крепкие сорта пива, ротбир, крафтовое пиво. все рецепты с ингредиентом"	https://биp.pф/shop/1540/desc/solod-melanoidinovyj-80-buk-mela-beech-ireks-1-kg	80 beech mela бук меланоидиновый 	80 beech mela бук меланоидиновый 
648	malt	солод меланоидиновый 40 “красная ольха” / red alder (ireks)	 ireks	us	солод спец. 50-200 ebc	beer.rf	1.0	кг	254.0	rub	благодаря особой технологии-запарке, подходит для поддержания интенсивного солодового аромата с одновременным получением красноватых оттенков цвета. цвет 40 ebc. благодаря особой технологии-запарке, подходит для поддержания интенсивного солодового аромата с одновременным получением красноватых оттенков цвета. цвет 40 ebc.	"солод ""красная ольха"" от компании ireks является меланоидиновым солодом, который обладает уникальной технологией-запарки. благодаря этому процессу, солод сохраняет свой насыщенный аромат и придает пиву красноватые оттенки. этот солод проходит специальную сушку, что позволяет образованию большого количества низкомолекулярных веществ. в процессе последующей обработки, эти вещества превращаются в ароматические и красящие компоненты. таким образом, солод ""красная ольха"" обеспечивает интенсивный солодовый аромат и придает пиву коричневатые оттенки благодаря образованию меланоидинов. меланоидины - это класс соединений, которые образуются в результате реакции майяра, происходящей при высоких температурах и наличии аминокислот и сахаров. они придают пиву глубокий красноватый цвет и характерный солодовый аромат. благодаря меланоидинам, пиво приобретает сложные нотки карамели, тоста и сухофруктов. эти ароматические компоненты делают пиво более интересным и насыщенным. солод ""красная ольха"" от компании ireks является меланоидиновым солодом, который обладает уникальной технологией-запарки. благодаря этому процессу, солод сохраняет свой насыщенный аромат и придает пиву красноватые оттенки. этот солод проходит специальную сушку, что позволяет образованию большого количества низкомолекулярных веществ. в процессе последующей обработки, эти вещества превращаются в ароматические и красящие компоненты. таким образом, солод ""красная ольха"" обеспечивает интенсивный солодовый аромат и придает пиву коричневатые оттенки благодаря образованию меланоидинов. меланоидины - это класс соединений, которые образуются в результате реакции майяра, происходящей при высоких температурах и наличии аминокислот и сахаров. они придают пиву глубокий красноватый цвет и характерный солодовый аромат. благодаря меланоидинам, пиво приобретает сложные нотки карамели, тоста и сухофруктов. эти ароматические компоненты делают пиво более интересным и насыщенным. солод ""красная ольха"" предоставляет пивовару возможность экспериментировать с цветом и ароматом пива. он может быть использован в различных стилях пива, таких как красное эль, амбер эль или даже в некоторых сортах портера. солод меланоидиновый 40 ""красная ольха"" добавляет не только визуальную привлекательность, но и улучшает вкусовые характеристики пива. благодаря использованию солода ""красная ольха"" в пивоварении, пиво приобретает богатый, полный вкус и уникальный аромат. красноватые оттенки, которые придает этот солод, делают пиво привлекательным и аппетитным. будь то домашнее пиво или коммерческий бренд, солод ""красная ольха"" является отличным выбором для тех, кто стремится создать пиво высокого качества с особым характером и внешним видом."	['цветность: 40-50 ebc', 'доля засыпи: 10-50 %', 'цветность: 40-50 ebc', 'доля засыпи: 10-50 %']	"благодаря использованию солода ""красная ольха"" в пивоварении, пиво приобретает богатый, полный вкус и уникальный аромат. красноватые оттенки, которые придает этот солод, делают пиво привлекательным и аппетитным. будь то домашнее пиво или коммерческий бренд, солод ""красная ольха"" является отличным выбором для тех, кто стремится создать пиво высокого качества с особым характером и внешним видом. типы и стили пива: темные сорта пива, фестбир, крепкие сорта пива, ротбир, крафтовое пиво. все рецепты с ингредиентом типы и стили пива: темные сорта пива, фестбир, крепкие сорта пива, ротбир, крафтовое пиво. все рецепты с ингредиентом"	https://биp.pф/shop/1541/desc/solod-melanoidinovyj-40-krasnaja-olkha-red-alder-ireks-1-kg	40 alder red красная меланоидиновый ольха 	40 alder red красная меланоидиновый ольха 
649	malt	солод меланоидиновый (курский солод)	 грейнрус	ru	солод спец. 50-200 ebc	beer.rf	25.0	кг	2816.0	rub	солод с сильной ароматикой, улучшает стабильность и полноту вкуса. используется для придания насыщенного цвета с характерным красноватым оттенком. цвет 80 ebc солод с сильной ароматикой, улучшает стабильность и полноту вкуса. используется для придания насыщенного цвета с характерным красноватым оттенком. цвет 80 ebc	использование курского меланоидинового солода в крафтовом пивоварении придает напитку сильную ароматику, улучшает стабильность и дает полноту вкуса. благодаря своей способности придавать пиву насыщенный цвет с характерным красноватым оттенком, данный солод является идеальным выбором для создания уникальных рецептов. технология производства курского меланоидинового солода отличается от традиционного карамельного, и это обусловлено специальным процессом обработки увлажненного солода при определенной температуре. сначала солод подвергается продолжительному томлению при 50 °c, что приводит к разрушению высокомолекулярного белка до аминокислот и крахмала до более простых сахаров, таких как глюкоза и фруктоза. затем солод нагревается и сушится при температуре около 100 °c, что позволяет образованным аминокислотам и сахарам реагировать между собой, создавая новые ароматические и красящие вещества, которые называются меланоидинами. реакция аминокислот с углеводами при высоких температурах, известная как реакция майяра, является всеобщей и встречается повсеместно в производстве хлебобулочных изделий, придавая им приятный аромат запеченного хлеба. в пивоварении меланоидины считаются ключевым ингредиентом, придающим пиву более насыщенный аромат, красноватый оттенок, повышающим стабильность и физико-химическую стойкость пива, а также усиливающим полноту вкуса и снижающим ph затора. добавление небольшого количества курского меланоидинового солода (до 5%) в светлые сорта пива позволяет избавиться от более трудоемкого и затратного процесса затирания с отварками. весьма интересно, что при длительном кипячении частей затора также образуются меланоидины, что широко применяется в пивоварении чешских пильзнеров и многих других европейских лагеров. кроме того, курский меланоидиновый солод успешно используется в различных темных и красных сортах пива (до 20%) для достижения желаемого красноватого оттенка.	['доля в засыпи: до 20 %', 'экстрактивность: мин. 70 %', 'цвет: 65-85 ebc']	все рецепты с ингредиентом	https://биp.pф/shop/860/desc/solod-melanoidinovyj-kurskij-solod-25-kg	 меланоидиновый 	 меланоидиновый 
650	malt	солод меланоидиновый (курский солод)	 грейнрус	ru	солод спец. 50-200 ebc	beer.rf	1.0	кг	148.0	rub	солод с сильной ароматикой, улучшает стабильность и полноту вкуса. используется для придания насыщенного цвета с характерным красноватым оттенком. цвет 80 ebc солод с сильной ароматикой, улучшает стабильность и полноту вкуса. используется для придания насыщенного цвета с характерным красноватым оттенком. цвет 80 ebc	использование курского меланоидинового солода в крафтовом пивоварении придает напитку сильную ароматику, улучшает стабильность и дает полноту вкуса. благодаря своей способности придавать пиву насыщенный цвет с характерным красноватым оттенком, данный солод является идеальным выбором для создания уникальных рецептов. технология производства курского меланоидинового солода отличается от традиционного карамельного, и это обусловлено специальным процессом обработки увлажненного солода при определенной температуре. сначала солод подвергается продолжительному томлению при 50 °c, что приводит к разрушению высокомолекулярного белка до аминокислот и крахмала до более простых сахаров, таких как глюкоза и фруктоза. затем солод нагревается и сушится при температуре около 100 °c, что позволяет образованным аминокислотам и сахарам реагировать между собой, создавая новые ароматические и красящие вещества, которые называются меланоидинами. реакция аминокислот с углеводами при высоких температурах, известная как реакция майяра, является всеобщей и встречается повсеместно в производстве хлебобулочных изделий, придавая им приятный аромат запеченного хлеба. в пивоварении меланоидины считаются ключевым ингредиентом, придающим пиву более насыщенный аромат, красноватый оттенок, повышающим стабильность и физико-химическую стойкость пива, а также усиливающим полноту вкуса и снижающим ph затора. добавление небольшого количества курского меланоидинового солода (до 5%) в светлые сорта пива позволяет избавиться от более трудоемкого и затратного процесса затирания с отварками. весьма интересно, что при длительном кипячении частей затора также образуются меланоидины, что широко применяется в пивоварении чешских пильзнеров и многих других европейских лагеров. кроме того, курский меланоидиновый солод успешно используется в различных темных и красных сортах пива (до 20%) для достижения желаемого красноватого оттенка.	['доля в засыпи: до 20 %', 'экстрактивность: мин. 70 %', 'цвет: 65-85 ebc']	все рецепты с ингредиентом	https://биp.pф/shop/40/desc/solod-melanoidinovyj-kurskij-solod-1-kg	 меланоидиновый 	 меланоидиновый 
651	malt	солод копченый на торфе / peated (курский солод)	 грейнрус	ru	солод копченый	beer.rf	5.0	кг	832.0	rub	дымчатый солод используется для изготовления пива и виски. благодаря процессу копчения на торфе, этот солод обретает насыщенный копченый вкус, который передается напиткам. доля в засыпи может достигать 100%. фенольность 35 ppm дымчатый солод используется для изготовления пива и виски. благодаря процессу копчения на торфе, этот солод обретает насыщенный копченый вкус, который передается напиткам. доля в засыпи может достигать 100%. фенольность 35 ppm	"ячменный солод, прошедший копчение на торфе - это ключевой ингредиент для создания пива и виски с неповторимым вкусом и ароматом. процесс копчения, происходящий во время сушки солода, придает ему характерные дымные и пряные ноты, которые ценятся поклонниками как шотландского виски, так и пива, созданного на его основе. этот уникальный метод обработки, использующий торф в качестве топлива, придает солоду специфический профиль вкуса, который сложно воспроизвести другими способами. торф, являясь продуктом разложения болотных растений, содержит множество органических соединений, которые при сгорании выделяют разнообразные ароматические вещества, проникающие в зерна ячменя, напоминающего запах костра. ячменный солод, прошедший копчение на торфе - это ключевой ингредиент для создания пива и виски с неповторимым вкусом и ароматом. процесс копчения, происходящий во время сушки солода, придает ему характерные дымные и пряные ноты, которые ценятся поклонниками как шотландского виски, так и пива, созданного на его основе. этот уникальный метод обработки, использующий торф в качестве топлива, придает солоду специфический профиль вкуса, который сложно воспроизвести другими способами. торф, являясь продуктом разложения болотных растений, содержит множество органических соединений, которые при сгорании выделяют разнообразные ароматические вещества, проникающие в зерна ячменя, напоминающего запах костра. этот ""копченый"" солод (peated malt) обладает рядом специфических характеристик. уровень фенолов, выраженный в ppm (частей на миллион), служит показателем интенсивности торфяного копчения. указанные 35 ppm указывают на средний уровень, позволяющий получить выраженный, но не чрезмерно агрессивный дымный аромат. рекомендуемая доля копченого солода в засыпи варьируется от 5 до 100%, в зависимости от желаемого результата. добавление небольшого количества (например, 5-10%) придаст напитку тонкие дымные нюансы, которые могут дополнять другие вкусовые компоненты. использование же 100% копченого солода приведет к созданию напитка с исключительно мощным, насыщенным дымным характером."	['доля в засыпи: до 100 %', 'влажность:макс. 5 %', 'фенолы: 35 ppm', 'цвет: 3.5-4.5ebc', 'доля в засыпи: до 100 %', 'влажность:макс. 5 %', 'фенолы: 35 ppm', 'цвет: 3.5-4.5ebc']		https://биp.pф/shop/1926/desc/solod-kopchenyj-na-torfe-peated-kurskij-solod-5-kg	peated smoked на торфе	peated smoked на торфе
