	item_type	clean_name	brand	country	subtype	source_domain	weight	units	price	currency	description	full_description	url	color	extract	protein	share	kolbach	diastatic
679	malt	шато бисквит / biscuit	castle malting	бельгия	солод спец. < 50 ebc	beer.rf	1.0	кг	299.0	rub	придает пиву вкус теплого хлеба, аромат печенья и ярко выраженное послевкусие «поджаренного хлеба». этот тип солода используется для усиления «жареного» вкуса и аромата, типичных для элей и лагеров. цвет 50 ebc придает пиву вкус теплого хлеба, аромат печенья и ярко выраженное послевкусие «поджаренного хлеба». этот тип солода используется для усиления «жареного» вкуса и аромата, типичных для элей и лагеров. цвет 50 ebc	"солод шато бисквит - его аромат теплого хлеба и запах печенья, а также ярко выраженное послевкусие ""поджаренного хлеба"" добавят пиву уникальную нотку вкуса. этот солод идеально подходит для усиления ""жареного"" вкуса и аромата, характерных для эля и лагера. это уникальный специальный бельгийский солод. он проходит легкое обсушивание и обжаривание при температуре до 160°c. он отлично сочетается с солодами, обладающими высокой диастатической активностью, идеально подходя для композиции с элями и лагерами. более того, шато бисквит не содержит энзимы, что позволяет его использовать в комбинированных рецептах благодаря его уникальным качествам."	https://бир.рф/shop/77/desc/solod-shato-biskvit-biscuit-castle-malting-1-kg	50.0 ebc	77.0 %		15.0 %		
680	malt	шато арома / arome	castle malting	бельгия	солод спец. 50-200 ebc	beer.rf	25.0	кг	5360.0	rub	придает насыщенный вкус и аромат янтарному пиву и темным лагерам. по сравнению с другими традиционными цветными солодами, обладает довольно высокой диастатической активностью и придает пиву менее выраженную горечь. цвет 100 ebc придает насыщенный вкус и аромат янтарному пиву и темным лагерам. по сравнению с другими традиционными цветными солодами, обладает довольно высокой диастатической активностью и придает пиву менее выраженную горечь. цвет 100 ebc	солод шато арома (castle malting) - идеальный выбор для придания насыщенного вкуса и аромата янтарному пиву и темным лагерам. в отличие от других цветных солодов, он обладает высокой диастатической активностью и придает пиву более мягкую горечь. бельгийский ароматный солод, который обладает интенсивным ароматом благодаря процессу проращивания при высокой температуре и обсушке при 115°c.	https://бир.рф/shop/1764/desc/solod-shato-aroma-arome-castle-malting-25-kg	100.0 ebc	78.0 %		20.0 %		100.0
681	malt	шато арома / arome	castle malting	бельгия	солод спец. 50-200 ebc	beer.rf	1.0	кг	269.0	rub	придает насыщенный вкус и аромат янтарному пиву и темным лагерам. по сравнению с другими традиционными цветными солодами, обладает довольно высокой диастатической активностью и придает пиву менее выраженную горечь. цвет 100 ebc придает насыщенный вкус и аромат янтарному пиву и темным лагерам. по сравнению с другими традиционными цветными солодами, обладает довольно высокой диастатической активностью и придает пиву менее выраженную горечь. цвет 100 ebc	солод шато арома (castle malting) - идеальный выбор для придания насыщенного вкуса и аромата янтарному пиву и темным лагерам. в отличие от других цветных солодов, он обладает высокой диастатической активностью и придает пиву более мягкую горечь. бельгийский ароматный солод, который обладает интенсивным ароматом благодаря процессу проращивания при высокой температуре и обсушке при 115°c.	https://бир.рф/shop/76/desc/solod-shato-aroma-arome-castle-malting-1-kg	100.0 ebc	78.0 %		20.0 %		100.0
682	malt	шато аббатский / abbey	castle malting	бельгия	солод спец. < 50 ebc	beer.rf	25.0	кг	5545.0	rub	придает пиву сильный вкус свежевыпеченного хлеба, орехов и фруктов. этот янтарный солод обладает чуть горьковатым привкусом, который со временем становится более мягким. цвет 45 ebc придает пиву сильный вкус свежевыпеченного хлеба, орехов и фруктов. этот янтарный солод обладает чуть горьковатым привкусом, который со временем становится более мягким. цвет 45 ebc	солод шато аббатский - придает пиву насыщенный вкус свежеиспеченного хлеба, орехов и фруктов. этот медово-янтарный солод обладает легкой горчинкой, которая со временем становится более приятной и мягкой на вкус. солод отличается своим бельгийским происхождением и специальным процессом проращивания, а также сушки при температуре до 110°c. солод шато аббатский - это светлоокрашенный солод с длительной обсушкой, который придает пиву интенсивный вкус свежего хлеба, а также оттенки орехов и фруктов. в производстве пива он обычно используется в небольших дозах для достижения яркой цветности.	https://бир.рф/shop/1778/desc/solod-shato-abbatskij-abbey-castle-malting-25-kg	45.0 ebc	78.0 %		10.0 %		
683	malt	шато аббатский / abbey	castle malting	бельгия	солод спец. < 50 ebc	beer.rf	1.0	кг	267.0	rub	придает пиву сильный вкус свежевыпеченного хлеба, орехов и фруктов. этот янтарный солод обладает чуть горьковатым привкусом, который со временем становится более мягким. цвет 45 ebc придает пиву сильный вкус свежевыпеченного хлеба, орехов и фруктов. этот янтарный солод обладает чуть горьковатым привкусом, который со временем становится более мягким. цвет 45 ebc	солод шато аббатский - придает пиву насыщенный вкус свежеиспеченного хлеба, орехов и фруктов. этот медово-янтарный солод обладает легкой горчинкой, которая со временем становится более приятной и мягкой на вкус. солод отличается своим бельгийским происхождением и специальным процессом проращивания, а также сушки при температуре до 110°c. солод шато аббатский - это светлоокрашенный солод с длительной обсушкой, который придает пиву интенсивный вкус свежего хлеба, а также оттенки орехов и фруктов. в производстве пива он обычно используется в небольших дозах для достижения яркой цветности.	https://бир.рф/shop/75/desc/solod-shato-abbatskij-abbey-castle-malting-1-kg	45.0 ebc	78.0 %		10.0 %		
684	malt	спешл w / special w	weyermann	германия	солод спец. 200-500 ebc	beer.rf	1.0	кг	319.93	rub	очень ароматный, тёмно-коричневый карамельный солод. цвет от темно-янтарного до глубокого медного, добавляет полновкусия, очень интенсивный, сложный, мягкий карамельный вкус, вкус хлебной корочки, изюма, орехов. цвет: 280 - 320 ebc очень ароматный, тёмно-коричневый карамельный солод. цвет от темно-янтарного до глубокого медного, добавляет полновкусия, очень интенсивный, сложный, мягкий карамельный вкус, вкус хлебной корочки, изюма, орехов. цвет: 280 - 320 ebc	солод вайерманн ® спэшл w ® бельгийского типа произведен из отборного пивоваренного ячменя. благодаря двойной обжарки достигается практически полная карамелизация зерна. аромат: нотки изюма, тёмной карамели, орехов и хлебной корочки. стили пива: бельгийское специальное, бельгийский эль, ячменное вино, портер, стаут, браун эль, шварцбир, доппельбок, айсбок	https://бир.рф/shop/271/desc/solod-speshl-w-special-w-weyermann-1-kg	300.2 ebc					
685	malt	ржаной ферментированный	курский солод	россия	солод ржаной	beer.rf	1.0	кг	133.0	rub	применяется в небольшом количестве для придания пиву привкуса бородинского хлеба или хлебной корочки. данный солод часто используют в приготовлении кваса. цвет 10-35 ebc применяется в небольшом количестве для придания пиву привкуса бородинского хлеба или хлебной корочки. данный солод часто используют в приготовлении кваса. цвет 10-35 ebc	солод ржаной ферментированный - этот ферментированный ржаной солод идеально подходит для создания уникального вкуса пива, напоминающего аромат бородинского хлеба или хрустящей корочки. благодаря процессу ферментации, солод оживляется и высушивается при высокой температуре, что позволяет сохранить большое количество меланоидинов и создать неповторимую атмосферу хлебного вкуса. кроме того, этот солод также широко используется в приготовлении кваса, добавляя ему особый оттенок.	https://бир.рф/shop/42/desc/solod-rzhanoj-fermentirovannyj-kurskij-solod-1-kg	10.0-35.0 ebc	84.0 %		30.0 %		
686	malt	ржаной	курский солод	россия	солод ржаной	beer.rf	5.0	кг	576.0	rub	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве он улучшает пеностойкость и придает пряные и ржаные оттенки во вкусе и аромате. его цвет 3 ebc. этот продукт получен из пророщенного ржаного зерна и имеет сладковатый привкус и светло-зеленоватый цвет. благодаря термической обработке после проращивания, все ферменты, включая амилазы, которые разлагают крахмал на углеводы для питания дрожжей, сохраняются в продукте. это позволяет быстрее проходить процесс брожения. неферментированный солод применяется в пивоварении и для производства напитков с высоким содержанием спирта, а также для приготовления белого кваса. его используют в основном для полного разложения затора на простые и сложные сахара. к неферментированному солоду можно добавлять ферментированный солод разной степени прожарки и дозировки, чтобы создать особые сорта пива. пиво, сваренное только из неферментированного солода, имеет выраженный ржаной вкус без других оттенков, таких как карамельные или шоколадные. ржаной неферментированный солод используется для приготовления немецкого ржаного пива (роггенбир) и некоторых специальных сортов пива. он добавляет пиву плотную и стабильную пену, а также пряные и ржаные нотки, которые делают его уникальным. однако применение этого солода в пивоварении ограничено из-за высокого содержания пентозанов, которые увеличивают вязкость сусла и могут затруднить процесс фильтрации затора. поэтому пивовары обычно добавляют этот солод не более 30%. если фильтрующая система эффективна, возможно увеличение дозы до 50%. для снижения вязкости затора можно использовать низкотемпературную паузу затирания.	https://бир.рф/shop/43/desc/solod-rzhanoj-kurskij-solod-5-kg	3.0 ebc	84.0 %				
687	malt	ржаной	курский солод	россия	солод ржаной	beer.rf	1.0	кг	133.0	rub	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве он улучшает пеностойкость и придает пряные и ржаные оттенки во вкусе и аромате. его цвет 3 ebc. этот продукт получен из пророщенного ржаного зерна и имеет сладковатый привкус и светло-зеленоватый цвет. благодаря термической обработке после проращивания, все ферменты, включая амилазы, которые разлагают крахмал на углеводы для питания дрожжей, сохраняются в продукте. это позволяет быстрее проходить процесс брожения. неферментированный солод применяется в пивоварении и для производства напитков с высоким содержанием спирта, а также для приготовления белого кваса. его используют в основном для полного разложения затора на простые и сложные сахара. к неферментированному солоду можно добавлять ферментированный солод разной степени прожарки и дозировки, чтобы создать особые сорта пива. пиво, сваренное только из неферментированного солода, имеет выраженный ржаной вкус без других оттенков, таких как карамельные или шоколадные. ржаной неферментированный солод используется для приготовления немецкого ржаного пива (роггенбир) и некоторых специальных сортов пива. он добавляет пиву плотную и стабильную пену, а также пряные и ржаные нотки, которые делают его уникальным. однако применение этого солода в пивоварении ограничено из-за высокого содержания пентозанов, которые увеличивают вязкость сусла и могут затруднить процесс фильтрации затора. поэтому пивовары обычно добавляют этот солод не более 30%. если фильтрующая система эффективна, возможно увеличение дозы до 50%. для снижения вязкости затора можно использовать низкотемпературную паузу затирания.	https://бир.рф/shop/44/desc/solod-rzhanoj-kurskij-solod-1-kg	3.0 ebc	84.0 %				
688	malt	пэйл эль / pale ale	курский солод	россия	солод пэйл эль	beer.rf	5.0	кг	569.0	rub	более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc	солод пэйл эль - базовый ячменный солод. высокая растворимость солода позволяет ферментам перевести часть крахмала и белка в растворимую форму. благодаря этому, его можно затирать на одной определенной температуре, 67-70 °c, что характерно для британской техники пивоварения. кроме того, повышенная температура сушки убирает сернистые соединения из солода, что уменьшает время кипячения сусла по сравнению с пильзенским солодом. пиво с этим солодом имеет нежные ноты выпечки, печенья, сухофруктов и меда.	https://бир.рф/shop/55/desc/solod-pehjl-ehl-pale-ale-kurskij-solod-5-kg	4.0-6.5 ebc	82.0 %		100.0 %		
689	malt	пэйл эль / pale ale	курский солод	россия	солод пэйл эль	beer.rf	25.0	кг	2499.0	rub	более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc	солод пэйл эль - базовый ячменный солод. высокая растворимость солода позволяет ферментам перевести часть крахмала и белка в растворимую форму. благодаря этому, его можно затирать на одной определенной температуре, 67-70 °c, что характерно для британской техники пивоварения. кроме того, повышенная температура сушки убирает сернистые соединения из солода, что уменьшает время кипячения сусла по сравнению с пильзенским солодом. пиво с этим солодом имеет нежные ноты выпечки, печенья, сухофруктов и меда.	https://бир.рф/shop/62/desc/solod-pehjl-ehl-pale-ale-kurskij-solod-25-kg	4.0-6.5 ebc	82.0 %		100.0 %		
690	malt	пэйл эль / pale ale	курский солод	россия	солод пэйл эль	beer.rf	1.0	кг	129.0	rub	более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc более насыщенный и полный вкус, чем у pilsner. усиливает золотистый оттенок и придает пиву приятную ароматику. цвет: 4-6,5 ebc	солод пэйл эль - базовый ячменный солод. высокая растворимость солода позволяет ферментам перевести часть крахмала и белка в растворимую форму. благодаря этому, его можно затирать на одной определенной температуре, 67-70 °c, что характерно для британской техники пивоварения. кроме того, повышенная температура сушки убирает сернистые соединения из солода, что уменьшает время кипячения сусла по сравнению с пильзенским солодом. пиво с этим солодом имеет нежные ноты выпечки, печенья, сухофруктов и меда.	https://бир.рф/shop/53/desc/solod-pehjl-ehl-pale-ale-kurskij-solod-1-kg	4.0-6.5 ebc	82.0 %		100.0 %		
691	malt	пэйл эль / pale ale	ireks	германия	солод пэйл эль	beer.rf	5.0	кг	1059.0	rub	благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc. благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc.	"солод пэйл эль / pale ale от компании ireks имеет немного более насыщенный цвет по сравнению с солодом ""пилснер"", что позволяет придать пиву не только золотистый оттенок, но и уникальный вкус, характерный для англо-саксонских сортов пива. это отличный способ добавить немного разнообразия в свои рецепты и удивить своих друзей новыми вкусовыми нюансами. солод пэйл эль идеально подходит для различных типов и стилей пива. он отлично подойдет для светлого эля, бельгийского эля, лагера, портера и стаута. это означает, что вы можете использовать его в различных рецептах и экспериментировать с разными стилями пива. кроме того, солод ireks можно использовать в доле засыпи до 100%. это дает вам свободу выбора и возможность контролировать интенсивность цвета и вкуса в вашем пиве. вы можете использовать его в качестве основного компонента или сочетать с другими солодами для достижения желаемого результата."	https://бир.рф/shop/1560/desc/solod-pehjl-ehl-pale-ale-ireks-5-kg	5.0-7.0 ebc			100.0 %		
692	malt	пэйл эль / pale ale	ireks	германия	солод пэйл эль	beer.rf	25.0	кг	4831.0	rub	благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc. благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc.	"солод пэйл эль / pale ale от компании ireks имеет немного более насыщенный цвет по сравнению с солодом ""пилснер"", что позволяет придать пиву не только золотистый оттенок, но и уникальный вкус, характерный для англо-саксонских сортов пива. это отличный способ добавить немного разнообразия в свои рецепты и удивить своих друзей новыми вкусовыми нюансами. солод пэйл эль идеально подходит для различных типов и стилей пива. он отлично подойдет для светлого эля, бельгийского эля, лагера, портера и стаута. это означает, что вы можете использовать его в различных рецептах и экспериментировать с разными стилями пива. кроме того, солод ireks можно использовать в доле засыпи до 100%. это дает вам свободу выбора и возможность контролировать интенсивность цвета и вкуса в вашем пиве. вы можете использовать его в качестве основного компонента или сочетать с другими солодами для достижения желаемого результата."	https://бир.рф/shop/1561/desc/solod-pehjl-ehl-pale-ale-ireks-25-kg	5.0-7.0 ebc			100.0 %		
693	malt	пэйл эль / pale ale	ireks	германия	солод пэйл эль	beer.rf	1.0	кг	230.0	rub	благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc. благодаря более насыщенному цвету по сравнению с солодом pilsner, придаёт пиву золотистый оттенок, который свойственен англо-саксонским сортам пива. цвет 5-7 ebc.	"солод пэйл эль / pale ale от компании ireks имеет немного более насыщенный цвет по сравнению с солодом ""пилснер"", что позволяет придать пиву не только золотистый оттенок, но и уникальный вкус, характерный для англо-саксонских сортов пива. это отличный способ добавить немного разнообразия в свои рецепты и удивить своих друзей новыми вкусовыми нюансами. солод пэйл эль идеально подходит для различных типов и стилей пива. он отлично подойдет для светлого эля, бельгийского эля, лагера, портера и стаута. это означает, что вы можете использовать его в различных рецептах и экспериментировать с разными стилями пива. кроме того, солод ireks можно использовать в доле засыпи до 100%. это дает вам свободу выбора и возможность контролировать интенсивность цвета и вкуса в вашем пиве. вы можете использовать его в качестве основного компонента или сочетать с другими солодами для достижения желаемого результата."	https://бир.рф/shop/1559/desc/solod-pehjl-ehl-pale-ale-ireks-1-kg	5.0-7.0 ebc			100.0 %		
694	malt	шато кофе / cafe	castle malting	бельгия	солод жженый > 500 ebc	beer.rf	0.25	кг	105.0	rub	придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc	солод шато кофе (castle malting) - проявляет свои выразительные ноты кофе и орехов. солод шато кофе придает пиву неповторимый мягкий вкус и сложную ароматическую палитру, идеально подходящую для темных сортов эля. его присутствие также дарит пиву глубокий насыщенный оттенок, добавляя цветности и яркости. бельгийский «кофейный» солод шато кофе проявляется в полной мере при обработке с использованием температуры до 200°c. такие обработочные параметры обеспечивают подлинное раскрытие его вкусовых качеств. обладая выразительными кофейными и ореховыми нотами, солод шато кофе придает пиву изысканный мягкий вкус и сложный ароматный букет, особенно привлекательный для любителей темных сортов эля. более того, этот солод значительно усиливает цветность пива, делая его более ярким и привлекательным.	https://бир.рф/shop/726/desc/solod-shato-kofe-cafe-castle-malting-250-g	500.0 ebc	77.0 %		5.0 %		
695	malt	шато кофе / cafe	castle malting	бельгия	солод жженый > 500 ebc	beer.rf	1.0	кг	342.0	rub	придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc придает пиву мягкий вкус с кофейно-ореховыми нотами и более «сложный» букет - всем темным элям. усиливает цветность пива. цвет 500 ebc	солод шато кофе (castle malting) - проявляет свои выразительные ноты кофе и орехов. солод шато кофе придает пиву неповторимый мягкий вкус и сложную ароматическую палитру, идеально подходящую для темных сортов эля. его присутствие также дарит пиву глубокий насыщенный оттенок, добавляя цветности и яркости. бельгийский «кофейный» солод шато кофе проявляется в полной мере при обработке с использованием температуры до 200°c. такие обработочные параметры обеспечивают подлинное раскрытие его вкусовых качеств. обладая выразительными кофейными и ореховыми нотами, солод шато кофе придает пиву изысканный мягкий вкус и сложный ароматный букет, особенно привлекательный для любителей темных сортов эля. более того, этот солод значительно усиливает цветность пива, делая его более ярким и привлекательным.	https://бир.рф/shop/86/desc/solod-shato-kofe-cafe-castle-malting-1-kg	500.0 ebc	77.0 %		5.0 %		
696	malt	шато кара терра / cara terra	castle malting	бельгия	солод спец. 50-200 ebc	beer.rf	1.0	кг	295.0	rub	придает пиву медно-коричневый оттенок. добавит насыщенный аромат карамели, ириски и теплого хлеба, а также ореховые нотки. придаст пиву бóльшую округлость. цвет 170-220 ebc придает пиву медно-коричневый оттенок. добавит насыщенный аромат карамели, ириски и теплого хлеба, а также ореховые нотки. придаст пиву бóльшую округлость. цвет 170-220 ebc	шато кара терра - является идеальным выбором для тех, кто желает придать своему пиву изысканный медно-коричневый оттенок. благодаря этому солоду, пиво станет не только красивым на вид, но и обладать насыщенным ароматом карамели, ириски и теплого хлеба, а также приятными нотками орехов. его использование также способствует обеспечению пиву бóльшей округлости. шато кара терра - является идеальным выбором для тех, кто желает придать своему пиву изысканный медно-коричневый оттенок. благодаря этому солоду, пиво станет не только красивым на вид, но и обладать насыщенным ароматом карамели, ириски и теплого хлеба, а также приятными нотками орехов. его использование также способствует обеспечению пиву бóльшей округлости. шато кара терра - это бельгийский карамельный солод с сильным ароматом, который производится путем проращивания при высокой температуре и последующей обжарки в барабанном ростере. благодаря своим отличительным свойствам, данный солод поможет вам создать пиво с уникальным характером и вкусом.	https://бир.рф/shop/80/desc/solod-shato-kara-terra-cara-terra-castle-malting-1-kg	170.0-220.0 ebc	74.0 %		15.0 %		
697	malt	шато кара руби / cara ruby	castle malting	бельгия	солод карамельный 20-50	beer.rf	25.0	кг	5750.0	rub	придает пиву более интенсивный аромат кармели и ирисок и янтарно-красный цвет. цвет: 50 ebc придает пиву более интенсивный аромат кармели и ирисок и янтарно-красный цвет. цвет: 50 ebc	шато кара руби - уникальный сорт бельгийского карамельного солода, считающийся визитной карточкой солодовни castle malting. при использовании шато кара руби в своих пивных рецептах вы можете быть уверены в получении высококачественного напитка с неповторимым характером. особенность этого солода - его способность раскрыть вкус и придать особый аромат вашему пиву. при температуре сушки, достигающей 220°c, шато кара руби раскрывает всю мощь своего вкуса, создавая незабываемую гармонию карамели и ирисок. шато кара руби - уникальный сорт бельгийского карамельного солода, считающийся визитной карточкой солодовни castle malting. при использовании шато кара руби в своих пивных рецептах вы можете быть уверены в получении высококачественного напитка с неповторимым характером. особенность этого солода - его способность раскрыть вкус и придать особый аромат вашему пиву. при температуре сушки, достигающей 220°c, шато кара руби раскрывает всю мощь своего вкуса, создавая незабываемую гармонию карамели и ирисок. еще одним неповторимым свойством этого солода является янтарно-красный цвет, который он придает вашему напитку. не упустите возможность добавить интенсивность и яркость своему пиву с помощью шато кара руби.	https://бир.рф/shop/1768/desc/solod-shato-kara-rubi-cara-ruby-castle-malting-25-kg	50.0 ebc			40.0 %		
698	malt	шато кара руби / cara ruby	castle malting	бельгия	солод карамельный 20-50	beer.rf	1.0	кг	295.0	rub	придает пиву более интенсивный аромат кармели и ирисок и янтарно-красный цвет. цвет: 50 ebc придает пиву более интенсивный аромат кармели и ирисок и янтарно-красный цвет. цвет: 50 ebc	шато кара руби - уникальный сорт бельгийского карамельного солода, считающийся визитной карточкой солодовни castle malting. при использовании шато кара руби в своих пивных рецептах вы можете быть уверены в получении высококачественного напитка с неповторимым характером. особенность этого солода - его способность раскрыть вкус и придать особый аромат вашему пиву. при температуре сушки, достигающей 220°c, шато кара руби раскрывает всю мощь своего вкуса, создавая незабываемую гармонию карамели и ирисок. шато кара руби - уникальный сорт бельгийского карамельного солода, считающийся визитной карточкой солодовни castle malting. при использовании шато кара руби в своих пивных рецептах вы можете быть уверены в получении высококачественного напитка с неповторимым характером. особенность этого солода - его способность раскрыть вкус и придать особый аромат вашему пиву. при температуре сушки, достигающей 220°c, шато кара руби раскрывает всю мощь своего вкуса, создавая незабываемую гармонию карамели и ирисок. еще одним неповторимым свойством этого солода является янтарно-красный цвет, который он придает вашему напитку. не упустите возможность добавить интенсивность и яркость своему пиву с помощью шато кара руби.	https://бир.рф/shop/931/desc/solod-shato-kara-rubi-cara-ruby-castle-malting-1-kg	50.0 ebc			40.0 %		
