	item_type	clean_name	brand	country	subtype	source_domain	weight	units	price	currency	description	full_description	url	color	extract	protein	share	kolbach	diastatic
173	malt	курский венский	курский солод	россия		grainrus	5.0	кг	564.0	rub	солод ячменный светлый российский, дробленый, венский, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/venskiy-molotyy/	6.0-10.0 ebc					
174	malt	спешл w / special w	weyermann	германия	солод спец. 200-500 ebc	beer.rf	25.0	кг	6836.55	rub	очень ароматный, тёмно-коричневый карамельный солод. цвет от темно-янтарного до глубокого медного, добавляет полновкусия, очень интенсивный, сложный, мягкий карамельный вкус, вкус хлебной корочки, изюма, орехов. цвет: 280 - 320 ebc годен до очень ароматный, тёмно-коричневый карамельный солод. цвет от темно-янтарного до глубокого медного, добавляет полновкусия, очень интенсивный, сложный, мягкий карамельный вкус, вкус хлебной корочки, изюма, орехов. цвет: 280 - 320 ebc годен до	солод вайерманн ® спэшл w ® бельгийского типа произведен из отборного пивоваренного ячменя. благодаря двойной обжарки достигается практически полная карамелизация зерна. аромат: нотки изюма, тёмной карамели, орехов и хлебной корочки. стили пива: бельгийское специальное, бельгийский эль, ячменное вино, портер, стаут, браун эль, шварцбир, доппельбок, айсбок	https://бир.рф/shop/2085/desc/solod-speshl-w-special-w-weyermann-25-kg	300.2 ebc					
175	malt	курский венский	курский солод	россия		grainrus	5.0	кг	521.0	rub	солод ячменный светлый российский, венский, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/venskiy_5/	6.0-10.0 ebc					
176	malt	ржаной ферментированный	курский солод	россия	солод ржаной	beer.rf	25.0	кг	2404.5	rub	применяется в небольшом количестве для придания пиву привкуса бородинского хлеба или хлебной корочки. данный солод часто используют в приготовлении кваса. цвет 10-35 ebc применяется в небольшом количестве для придания пиву привкуса бородинского хлеба или хлебной корочки. данный солод часто используют в приготовлении кваса. цвет 10-35 ebc	солод ржаной ферментированный - этот ферментированный ржаной солод идеально подходит для создания уникального вкуса пива, напоминающего аромат бородинского хлеба или хрустящей корочки. благодаря процессу ферментации, солод оживляется и высушивается при высокой температуре, что позволяет сохранить большое количество меланоидинов и создать неповторимую атмосферу хлебного вкуса. кроме того, этот солод также широко используется в приготовлении кваса, добавляя ему особый оттенок.	https://бир.рф/shop/1467/desc/solod-rzhanoj-fermentirovannyj-kurskij-solod-25-kg	10.0-35.0 ebc	84.0 %		30.0 %		
177	malt	курский мюнхенский тип 2	курский солод	россия		grainrus	5.0	кг	541.0	rub	солод ячменный специальный российский, мюнхенский тип 2, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/myunkhenskiy-tip-2_2/	19.0-25.0 ebc					
178	malt	курский пшеничный	курский солод	россия		grainrus	5.0	кг	545.0	rub	солод пшеничный специальный российский, пшеничный, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/pshenichnyy_5/	5.0 ebc					
179	malt	ржаной	курский солод	россия	солод ржаной	beer.rf	25.0	кг	2404.5	rub	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве повышает пеностойкость, обеспечивает и привносит пряные и ржаные оттенки во вкусе и аромате. цвет 3 ebc	неферментированный ржаной солод используется для приготовления ржаных сортов пива, кваса и дистиллятов. в пиве он улучшает пеностойкость и придает пряные и ржаные оттенки во вкусе и аромате. его цвет 3 ebc. этот продукт получен из пророщенного ржаного зерна и имеет сладковатый привкус и светло-зеленоватый цвет. благодаря термической обработке после проращивания, все ферменты, включая амилазы, которые разлагают крахмал на углеводы для питания дрожжей, сохраняются в продукте. это позволяет быстрее проходить процесс брожения. неферментированный солод применяется в пивоварении и для производства напитков с высоким содержанием спирта, а также для приготовления белого кваса. его используют в основном для полного разложения затора на простые и сложные сахара. к неферментированному солоду можно добавлять ферментированный солод разной степени прожарки и дозировки, чтобы создать особые сорта пива. пиво, сваренное только из неферментированного солода, имеет выраженный ржаной вкус без других оттенков, таких как карамельные или шоколадные. ржаной неферментированный солод используется для приготовления немецкого ржаного пива (роггенбир) и некоторых специальных сортов пива. он добавляет пиву плотную и стабильную пену, а также пряные и ржаные нотки, которые делают его уникальным. однако применение этого солода в пивоварении ограничено из-за высокого содержания пентозанов, которые увеличивают вязкость сусла и могут затруднить процесс фильтрации затора. поэтому пивовары обычно добавляют этот солод не более 30%. если фильтрующая система эффективна, возможно увеличение дозы до 50%. для снижения вязкости затора можно использовать низкотемпературную паузу затирания.	https://бир.рф/shop/1595/desc/solod-rzhanoj-kurskij-solod-25-kg	3.0 ebc	84.0 %				
180	malt	курский мюнхенский тип 2	курский солод	россия		grainrus	5.0	кг	583.0	rub	солод ячменный специальный российский, дробленый, мюнхенский тип 2, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/myunkhenskiy-tip-2_3/	19.0-25.0 ebc					
181	malt	пэйл эль / pale ale	weyermann	германия	солод пэйл эль	beer.rf	5.0	кг	977.45	rub	английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс	"производится из высококачественного 2-рядного ярового ячменя. weyermann® пэйл эль солод обеспечивает отличное тело и бледный цвет. он придает сложный солодовый аромат с нотками хлеба, сухофруктов и меда. вырабатывается для отчетливых ""английских"" характеристик. это высоко модифицированный солод для применения с одно или много ступенчатым затиранием. а низкие уровни белка и глюкана облегчают фильтрацию и дают высокий выход экстракта. это идеальный основополагающий солод для любого эля, но дает отличные результаты и в лагер решениях тоже. аромат: нотки хлеба, сухофруктов и мёда. стили пива: эль, портер, лагер, стаут, бельгийские специальные сорта любые другие сорта пива."	https://бир.рф/shop/257/desc/solod-pehjl-ehl-pale-ale-weyermann-5-kg	4.6 ebc	84.0 %	10.0 %	100.0 %		
182	malt	курский пшеничный	курский солод	россия		grainrus	5.0	кг	588.0	rub	солод пшеничный специальный российский, дробленый, пшеничный, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/pshenichnyy-molotyy/	5.0 ebc					
183	malt	пэйл эль / pale ale	weyermann	германия	солод пэйл эль	beer.rf	25.0	кг	4799.66	rub	английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс	"производится из высококачественного 2-рядного ярового ячменя. weyermann® пэйл эль солод обеспечивает отличное тело и бледный цвет. он придает сложный солодовый аромат с нотками хлеба, сухофруктов и меда. вырабатывается для отчетливых ""английских"" характеристик. это высоко модифицированный солод для применения с одно или много ступенчатым затиранием. а низкие уровни белка и глюкана облегчают фильтрацию и дают высокий выход экстракта. это идеальный основополагающий солод для любого эля, но дает отличные результаты и в лагер решениях тоже. аромат: нотки хлеба, сухофруктов и мёда. стили пива: эль, портер, лагер, стаут, бельгийские специальные сорта любые другие сорта пива."	https://бир.рф/shop/917/desc/solod-pehjl-ehl-pale-ale-weyermann-25-kg	4.6 ebc	84.0 %	10.0 %	100.0 %		
184	malt	курский пилзнер	курский солод	россия		grainrus	5.0	кг	521.0	rub	солод ячменный светлый российский, светлый пилснер, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/pilzner_9/	3.5-4.5 ebc					
185	malt	пэйл эль / pale ale	weyermann	германия	солод пэйл эль	beer.rf	1.0	кг	203.19	rub	английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс английский тип базового солода, который придаст пиву нотки хлеба, сухофруктов и мёда. не требует многопаузного затирания. цвет 5,5 - 7,5 евс	"производится из высококачественного 2-рядного ярового ячменя. weyermann® пэйл эль солод обеспечивает отличное тело и бледный цвет. он придает сложный солодовый аромат с нотками хлеба, сухофруктов и меда. вырабатывается для отчетливых ""английских"" характеристик. это высоко модифицированный солод для применения с одно или много ступенчатым затиранием. а низкие уровни белка и глюкана облегчают фильтрацию и дают высокий выход экстракта. это идеальный основополагающий солод для любого эля, но дает отличные результаты и в лагер решениях тоже. аромат: нотки хлеба, сухофруктов и мёда. стили пива: эль, портер, лагер, стаут, бельгийские специальные сорта любые другие сорта пива."	https://бир.рф/shop/256/desc/solod-pehjl-ehl-pale-ale-weyermann-1-kg	4.6 ebc	84.0 %	10.0 %	100.0 %		
186	malt	курский пэйл эль	курский солод	россия		grainrus	5.0	кг	573.0	rub	солод ячменный светлый российский, дробленый, пэйл эль, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/peyl-el_5/	5.5-6.5 ebc					
187	malt	пшеничный темный / dark wheat	weyermann	германия	солод пшеничный	beer.rf	1.0	кг	207.05	rub	базовый темный пшеничный солод добавит бархатистость, тело и сложные ароматы пшеницы. используются до 70 % в темных пшеничных сортах и в небольшой пропорции для усиления вкуса в элевых сортах, такие как: кёльш и альтбир. цвет 15 - 20 евс базовый темный пшеничный солод добавит бархатистость, тело и сложные ароматы пшеницы. используются до 70 % в темных пшеничных сортах и в небольшой пропорции для усиления вкуса в элевых сортах, такие как: кёльш и альтбир. цвет 15 - 20 евс	"темный пшеничный мягко обжаренный солод производится из высококачественной немецкой пшеницы. это способствует мягкому золотистому цвету сусла и надежному солодово-сладковатому вкусу с нотками хлеба, выпечки, ириса и карамели. пшеничные солода с высоким содержанием белка, которые помогают производить более полнотелое пиво. пшеничный солод также может улучшить пенообразование и пеностойкость. в пиве верхового брожения weyermann® темный пшеничный солод добавит бархатистость, тело и сложные ароматы пшеницы. weyermann® темный пшеничный солод имеет несколько ""сухой"", более сложный характер, чем светлый пшеничный солод. это составляющий солод для баварского дункельвайцена, и идеально подходит для вайценбок, кельш и альтбир. аромат: бархатистый, карамельный, сложный. стили пива: дункельвайцен (тёмное пшеничное), кельш, альтбир."	https://бир.рф/shop/262/desc/solod-pshenichnyj-temnyj-dark-wheat-weyermann-1-kg	17.7 ebc					
188	malt	карамельный castle malting cara cafe	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, cara cafe, castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-cara-cafe-castle-malting-meshok-5-kg/	350.0-450.0 ebc					
189	malt	пшеничный светлый / pale wheat	weyermann	германия	солод пшеничный	beer.rf	25.0	кг	5838.0	rub	базовый пшеничный светлый солод с нотками хлеба, орехов, бисквита. используются до 70 % в пшеничных сортах пива и в небольшой пропорции в элях и лагерах для усиления хлебного вкуса. цвет 3 - 5 евс годен до базовый пшеничный светлый солод с нотками хлеба, орехов, бисквита. используются до 70 % в пшеничных сортах пива и в небольшой пропорции в элях и лагерах для усиления хлебного вкуса. цвет 3 - 5 евс годен до	светлый пшеничный солод в основном используется для континентальных стилей пшеничного пива, таких как и хафевайцен, кристаллвайцен и является важным составляющим в североамериканских пшеничных элях. он очень слабо влияет на цветность сусла, и способствует надежному солодово-сладковатому вкусу с нотками хлеба, орехов, ириса и легкой карамели. пшеничный солод с высоким содержанием белка, который помогает производить более полнотелое пиво. пшеничный солод также поможет улучшить пенообразование и пеностойкость. в пиве верхового брожения, weyermann светлый пшеничный солод особенно хорошо привносит, бархатистость, тело и сложные ароматы пшеницы. аромат: нотки хлеба, орехов, бисквита и лѐгкие нотки карамели. стили пива: пшеничное, лёгкое, кёльш, альт, безалкогольное.	https://бир.рф/shop/916/desc/solod-pshenichnyj-svetlyj-pale-wheat-weyermann-25-kg	3.8 ebc					
190	malt	карамельный castle malting cara honey	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, cara honey (ambra), castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-cara-honey-ambra-castle-malting-meshok-5-kg/	60.0-80.0 ebc					
191	malt	ячмень жженый / roasted barley	weyermann	германия	солод жженый > 500 ebc	beer.rf	25.0	кг	6910.05	rub	несоложенное зерно ячменя имеет насыщенный жареный аромат. отлично подходит для стаутов и других темных сортов пива. цвет: 1000 - 1300 ebc годен до несоложенное зерно ячменя имеет насыщенный жареный аромат. отлично подходит для стаутов и других темных сортов пива. цвет: 1000 - 1300 ebc годен до	weyermann ® roasted barley произведен из качественного ярового ячменя. медленно и тщательно обжаривается в барабанном аппарате. в результате получается равномерно обжаренное специальное зерно. придает много темного цвета и чистую глубину аромата очень темным напиткам. аромат: типичный жареный аромат; ноты кофе и какао. стили пива: ирландский сухой стаут, имперский стаут, различные портеры и стауты.	https://бир.рф/shop/2086/desc/jachmen-zhzhenyj-roasted-barley-weyermann-25-kg	1093.2 ebc					
192	malt	курский овсяный голозерный обжаренный	курский солод	россия		grainrus	25.0	кг		rub	солод овсяный специальный российский, овсяный голозерный 12, курский солод, мешок 25 кг		https://malt.ru/catalog/solod/solod-ovsyanyy-spetsialnyy-rossiyskiy-ovsyanyy-golozernyy-12-kurskiy-solod-meshok-25-kg/	15.0 ebc					
193	malt	ячмень жженый / roasted barley	weyermann	германия	солод жженый > 500 ebc	beer.rf	1.0	кг	322.07	rub	несоложенное зерно ячменя имеет насыщенный жареный аромат. отлично подходит для стаутов и других темных сортов пива. цвет: 1000 - 1300 ebc несоложенное зерно ячменя имеет насыщенный жареный аромат. отлично подходит для стаутов и других темных сортов пива. цвет: 1000 - 1300 ebc	weyermann ® roasted barley произведен из качественного ярового ячменя. медленно и тщательно обжаривается в барабанном аппарате. в результате получается равномерно обжаренное специальное зерно. придает много темного цвета и чистую глубину аромата очень темным напиткам. аромат: типичный жареный аромат; ноты кофе и какао. стили пива: ирландский сухой стаут, имперский стаут, различные портеры и стауты.	https://бир.рф/shop/276/desc/jachmen-zhzhenyj-roasted-barley-weyermann-1-kg	1093.2 ebc					
194	malt	курский висковый	курский солод	россия		grainrus	5.0	кг	859.0	rub	солод ячменный светлый российский, дроблёный, висковый, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-svetlyy-rossiyskiy-droblyenyy-viskovyy-kurskiy-solod-meshok-5-kg/	3.5-4.5 ebc					
195	malt	овая смесь 50 “розали” / rosalie	ireks	германия	солод спец. 50-200 ebc	beer.rf	25.0	кг	5811.0	rub	смесь обладает диастатической силой и может использоваться до 100% в засыпи. пиво получается красным с богатым солодовым ароматом. при умеренной хмелевой горечи чувствуется солодовое плотное тело, которое сохраняется в послевкусии. цвет 50 ebc. смесь обладает диастатической силой и может использоваться до 100% в засыпи. пиво получается красным с богатым солодовым ароматом. при умеренной хмелевой горечи чувствуется солодовое плотное тело, которое сохраняется в послевкусии. цвет 50 ebc.	"смесь солода 50 ""розали"" от ireks является уникальной смесью солодов, которые придают пиву привлекательный красный оттенок и насыщенный аромат. при попадании на язык это пиво нежно обволакивает его, позволяя насладиться полным вкусовым профилем. цвет пива, напоминающий яркий вишневый сок, невозможно не оценить, а аромат солода проникает яркими нотками. с самого первого глотка вы ощутите яркую игру солода, но в то же время она не становится навязчивой, если идеально сбалансирована с мягкой хмелевой горечью. солодовый характер сохраняется на протяжении всего пития и продолжает радовать вас даже после последнего глотка. вкус напоминает баварский солодовый сахар, который долго оставляет приятное послевкусие. смесь солода 50 ""розали"" от ireks является уникальной смесью солодов, которые придают пиву привлекательный красный оттенок и насыщенный аромат. при попадании на язык это пиво нежно обволакивает его, позволяя насладиться полным вкусовым профилем. цвет пива, напоминающий яркий вишневый сок, невозможно не оценить, а аромат солода проникает яркими нотками. с самого первого глотка вы ощутите яркую игру солода, но в то же время она не становится навязчивой, если идеально сбалансирована с мягкой хмелевой горечью. солодовый характер сохраняется на протяжении всего пития и продолжает радовать вас даже после последнего глотка. вкус напоминает баварский солодовый сахар, который долго оставляет приятное послевкусие. помимо прекрасных вкусовых характеристик, смесь солода ""розали"" также имеет свои технические характеристики. цветность составляет 50-60 ebc, что делает ее идеальным выбором для придания пиву красного оттенка. достаточная ферментативная активность позволяет использовать ее до 100% в засыпи, это делает смесь применимой в различных типах и стилях пива. смесь солода 50 ""розали"" от ireks является уникальной смесью солодов, которые придают пиву привлекательный красный оттенок и насыщенный аромат. при попадании на язык это пиво нежно обволакивает его, позволяя насладиться полным вкусовым профилем. цвет пива, напоминающий яркий вишневый сок, невозможно не оценить, а аромат солода проникает яркими нотками. с самого первого глотка вы ощутите яркую игру солода, но в то же время она не становится навязчивой, если идеально сбалансирована с мягкой хмелевой горечью. солодовый характер сохраняется на протяжении всего пития и продолжает радовать вас даже после последнего глотка. вкус напоминает баварский солодовый сахар, который долго оставляет приятное послевкусие. помимо прекрасных вкусовых характеристик, смесь солода ""розали"" также имеет свои технические характеристики. цветность составляет 50-60 ebc, что делает ее идеальным выбором для придания пиву красного оттенка. достаточная ферментативная активность позволяет использовать ее до 100% в засыпи, это делает смесь применимой в различных типах и стилях пива. смесь солода ""розали"" идеально подходит для создания красного пива, особого ipa, фламандского красного эля и ирландского красного эля. ее уникальные характеристики делают ее неотъемлемым компонентом варки пива, и она может придать вашему напитку неповторимый вкус и цвет."	https://бир.рф/shop/1874/desc/solodovaja-smes-50-rozali-rosalie-ireks-25-kg	50.0-60.0 ebc			100.0 %		100.0
196	malt	castle malting whiskey light	castle malting	бельгия		grainrus	25.0	кг		rub	солод ячменный специальный импортный, whisky chateau light, 25 ppm, castle malting, мешок 25 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-whisky-chateau-light-25-ppm-castle-malting-meshok-25-kg/	3.0-4.5 ebc					
197	malt	шоколадный пшеничный / chocolate wheat	weyermann	германия	солод жженый > 500 ebc	beer.rf	0.25	кг	86.9	rub	используется в темном пиве, таком как стаут, темное аббатское пиво и т. д. он придаст пиву ореховый или жареный привкус в зависимости от используемого количества. цвет: 900 - 1200 ebc используется в темном пиве, таком как стаут, темное аббатское пиво и т. д. он придаст пиву ореховый или жареный привкус в зависимости от используемого количества. цвет: 900 - 1200 ebc	шоколадный пшеничный солод weyermann chocolate wheat изготовлен из высшего сорта пшеницы и может быть использован для усиления ароматов в темном пиве верхового брожения, а также для улучшения темного цвета. шоколадный пшеничный солод в отличие от ячменного не содержит мякинную оболочку, которая придает пиву после обжарки жженую горечь. поэтому шоколадный пшеничный солод добавит пиву насыщенный темный цвет, жаренный аромат без лишней терпкости. аромат: легкий жареный аромат; ноты кофе, темного шоколада и хлеба стили пива: отлично подходит для старого пива, темного пшеничного пива, cтаутов и портеров.	https://бир.рф/shop/729/desc/solod-shokoladnyj-pshenichnyj-chocolate-wheat-weyermann-250-g	1066.5 ebc					
198	malt	castle malting whiskey light	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, whisky chateau light, 25 ppm, castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-whisky-chateau-light-25-ppm-castle-malting-meshok-5-kg/	3.0-4.5 ebc					
199	malt	шоколадный пшеничный / chocolate wheat	weyermann	германия	солод жженый > 500 ebc	beer.rf	1.0	кг	255.2	rub	используется в темном пиве, таком как стаут, темное аббатское пиво и т. д. он придаст пиву ореховый или жареный привкус в зависимости от используемого количества. цвет: 900 - 1200 ebc используется в темном пиве, таком как стаут, темное аббатское пиво и т. д. он придаст пиву ореховый или жареный привкус в зависимости от используемого количества. цвет: 900 - 1200 ebc	шоколадный пшеничный солод weyermann chocolate wheat изготовлен из высшего сорта пшеницы и может быть использован для усиления ароматов в темном пиве верхового брожения, а также для улучшения темного цвета. шоколадный пшеничный солод в отличие от ячменного не содержит мякинную оболочку, которая придает пиву после обжарки жженую горечь. поэтому шоколадный пшеничный солод добавит пиву насыщенный темный цвет, жаренный аромат без лишней терпкости. аромат: легкий жареный аромат; ноты кофе, темного шоколада и хлеба стили пива: отлично подходит для старого пива, темного пшеничного пива, cтаутов и портеров.	https://бир.рф/shop/273/desc/solod-shokoladnyj-pshenichnyj-chocolate-wheat-weyermann-1-kg	1066.5 ebc					
200	malt	castle malting roasted barley	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, roasted barley, castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-roasted-barley-castle-malting-meshok-5-kg/	1000.0-1400.0 ebc					
201	malt	шато эйсид/ acid	castle malting	бельгия	солод кислый	beer.rf	1.0	кг	378.78	rub	кислый солод готовится из базового ячменного солода и обогащается в процессе приготовления молочной кислотой. служит для коррекции кислотности затора во время затирания, а также при приготовление кислых сортов пива. цвет 6 - 13 ebc кислый солод готовится из базового ячменного солода и обогащается в процессе приготовления молочной кислотой. служит для коррекции кислотности затора во время затирания, а также при приготовление кислых сортов пива. цвет 6 - 13 ebc	солод шато эйсид (кислый) (castle malting) - изготавливается из базового солода из ячменя, а в процессе приготовления обогащается молочной кислотой. он используется для регулировки уровня кислотности во время затирания и при производстве кислых сортов пива. этот солод производится при помощи молочнокислых бактерий, и его применение позволяет снизить ph затора, особенно в случае очень жесткой воды. солод шато эйсид (кислый) (castle malting) - изготавливается из базового солода из ячменя, а в процессе приготовления обогащается молочной кислотой. он используется для регулировки уровня кислотности во время затирания и при производстве кислых сортов пива. этот солод производится при помощи молочнокислых бактерий, и его применение позволяет снизить ph затора, особенно в случае очень жесткой воды. солод шато эйсид (кислый) способствует активации гидролитических ферментов, повышению буферных свойств затора и увеличению степени сбраживания сусла путем корректирования уровня ph. он добавляет округлости вкусу пива и обеспечивает стойкую пену.	https://бир.рф/shop/1413/desc/solod-shato-ehjsid-kislyj-acid-castle-malting-1-kg	6.0-13.0 ebc					
202	malt	курский пшеничный жженый	курский солод	россия		grainrus	5.0	кг		rub	солод пшеничный специальный российский, темный, курский солод, мешок 5 кг		https://malt.ru/catalog/solod/solod-pshenichnyy-spetsialnyy-rossiyskiy-temnyy-kurskiy-solod-meshok-5-kg/	400.0-1000.0 ebc					
203	malt	шато пшеничный темный / wheat munich	castle malting	бельгия	солод пшеничный	beer.rf	25.0	кг	4965.0	rub	не очень темный, но более ароматный, чем стандартный пшеничный солод. вы получите более легкое и игристое пиво с типичным ароматом эля. цвет 25 ebc не очень темный, но более ароматный, чем стандартный пшеничный солод. вы получите более легкое и игристое пиво с типичным ароматом эля. цвет 25 ebc	солод шато пшеничный темный - этот пшеничный солод, не слишком темный, но более ароматный, отличается от стандартного варианта. он придает пиву более легкое и игристое тело, а также типичный элевый аромат. это особый бельгийский солод мюнхенского типа, подвергнутый особой температурной обработке при 100 - 105°c. солод обеспечит вашему пиву не только ароматность, но и более светлый оттенок.	https://бир.рф/shop/1774/desc/solod-shato-pshenichnyj-temnyj-wheat-munich-castle-malting-25-kg	25.0 ebc	83.0 %		30.0 %		
204	malt	карамельный castle malting cara belgium	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, cara b_belgium (belga), castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-cara-b-belgium-belga-castle-malting-meshok-5-kg/	30.0-35.0 ebc					
205	malt	castle malting smoked	castle malting	бельгия		grainrus	5.0	кг		rub	солод ячменный специальный импортный, smoked chateau, castle malting, мешок 5 кг		https://malt.ru/catalog/solod/solod-yachmennyy-spetsialnyy-importnyy-smoked-chateau-castle-malting-meshok-5-kg/	3.0-15.0 ebc					
206	malt	шато пшеничный жженый / wheat black	castle malting	бельгия	солод пшеничный	beer.rf	25.0	кг	9398.55	rub	создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc создает тот же интенсивный темный цвет, что и традиционный ячменный chateau black, но с более сложным вкусом и меньшей жженой терпкостью. цвет 1100 - 1400 ebc	в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса. в мире пивоварения, где каждый ингредиент играет свою роль, солод chateau wheat black выделяется как настоящая находка для тех, кто ищет новые вкусовые горизонты. этот уникальный солод, созданный на основе обжаренной пшеницы, способен придать пиву не только насыщенный темный цвет, сравнимый с традиционным chateau black из ячменя, но и неповторимую глубину вкуса.	https://бир.рф/shop/1775/desc/solod-shato-pshenichnyj-zhzhenyj-wheat-black-castle-malting-25-kg	1100.0-1400.0 ebc					
